sex,math,income,cappun,height,idealheight,diff,kkardashtemp
female,no,28500,favor,68.1,69,0.9000000000000057,1
female,no,24100,oppose,68.5,70,1.5,9
female,no,5200,oppose,63.1,65,1.8999999999999986,3
male,no,50100,oppose,68.8,71,2.200000000000003,95
female,no,2700,favor,65.8,68,2.200000000000003,3
male,no,61900,oppose,71.1,74,2.9000000000000057,98
male,no,31400,oppose,63.5,66,2.5,82
male,no,9800,oppose,67.9,71,3.0999999999999943,99
male,no,28600,oppose,71.6,74,2.4000000000000057,93
female,no,23300,oppose,61.3,62,0.7000000000000028,6
female,no,43200,oppose,58,60,2,23
male,no,68500,oppose,68.4,71,2.5999999999999943,98
male,no,145600,oppose,65.8,68,2.200000000000003,98
male,no,16300,oppose,65.2,68,2.799999999999997,84
female,no,96000,favor,64.8,66,1.2000000000000028,10
male,yes,29100,oppose,66.3,69,2.700000000000003,99
female,no,59700,favor,65.7,67,1.2999999999999972,15
male,no,55700,favor,70.9,74,3.0999999999999943,84
female,no,80900,oppose,63.7,65,1.2999999999999972,2
male,no,30600,favor,72,75,3,95
female,no,41200,oppose,64.2,66,1.7999999999999972,3
male,no,14300,favor,68,71,3,97
male,no,34500,favor,71.5,75,3.5,85
male,no,6500,oppose,69.3,72,2.700000000000003,96
male,no,34500,oppose,71.8,74,2.200000000000003,89
female,no,26200,oppose,62.2,65,2.799999999999997,3
female,no,128500,oppose,64.7,66,1.2999999999999972,8
male,no,30900,favor,75,78,3,90
female,no,18900,favor,59.6,61,1.3999999999999986,5
female,no,10700,oppose,61.6,63,1.3999999999999986,3
female,no,7400,oppose,60.3,63,2.700000000000003,4
male,no,10800,oppose,68.3,71,2.700000000000003,95
female,no,47600,oppose,63.9,65,1.1000000000000014,13
female,no,26000,oppose,61.7,63,1.2999999999999972,0
female,no,45300,oppose,61.7,63,1.2999999999999972,1
male,no,34700,oppose,70.7,73,2.299999999999997,88
female,yes,85500,oppose,68.7,71,2.299999999999997,9
male,no,45500,favor,76,78,2,83
female,no,43600,oppose,65.3,67,1.7000000000000028,17
male,no,28900,oppose,67.3,70,2.700000000000003,98
male,no,28900,oppose,69.1,72,2.9000000000000057,90
male,yes,27000,oppose,69.8,72,2.200000000000003,82
male,no,74900,favor,74.5,77,2.5,97
male,no,20100,oppose,69.8,72,2.200000000000003,97
male,no,21500,oppose,68.9,72,3.0999999999999943,74
male,no,35400,oppose,72.3,75,2.700000000000003,97
male,no,32200,favor,69.7,72,2.299999999999997,75
male,no,26100,oppose,70.9,74,3.0999999999999943,94
female,no,52400,favor,68.9,70,1.0999999999999943,7
female,no,22000,oppose,70.6,72,1.4000000000000057,6
female,no,38400,favor,65.8,68,2.200000000000003,1
female,no,78500,oppose,70,72,2,12
male,no,30600,favor,66,69,3,89
male,no,81500,favor,66.9,70,3.0999999999999943,100
female,no,18100,oppose,67.2,69,1.7999999999999972,1
female,no,61300,oppose,64.6,65,0.4000000000000057,0
male,no,110900,oppose,71.5,74,2.5,99
female,no,34800,oppose,63.5,65,1.5,3
female,no,49300,favor,68,70,2,1
female,no,40900,oppose,65.2,67,1.7999999999999972,9
male,no,41200,oppose,68.6,71,2.4000000000000057,95
male,no,20200,favor,66.2,69,2.799999999999997,91
male,no,25200,oppose,74.6,77,2.4000000000000057,95
male,yes,21400,favor,63.9,67,3.1000000000000014,92
male,no,28600,favor,68.9,71,2.0999999999999943,98
male,no,34800,oppose,70.7,73,2.299999999999997,82
female,no,36700,oppose,64,66,2,12
female,no,27200,favor,59.8,61,1.2000000000000028,14
female,no,32500,oppose,68.1,69,0.9000000000000057,17
male,no,37200,favor,67.3,70,2.700000000000003,97
male,no,43300,favor,65.3,67,1.7000000000000028,99
male,no,34000,oppose,69.2,72,2.799999999999997,93
female,no,37600,oppose,65.3,67,1.7000000000000028,5
male,no,8600,favor,68.2,71,2.799999999999997,88
male,no,68400,oppose,68.8,71,2.200000000000003,89
female,no,9900,oppose,64,66,2,30
male,no,121800,oppose,70.5,73,2.5,85
female,no,31700,favor,60.7,62,1.2999999999999972,8
male,no,11600,oppose,69.4,72,2.5999999999999943,84
male,no,53000,oppose,77.2,80,2.799999999999997,85
female,no,56100,oppose,62.9,64,1.1000000000000014,6
female,no,13400,oppose,59.5,61,1.5,28
female,no,117100,oppose,61.8,63,1.2000000000000028,6
female,no,25400,oppose,66.1,68,1.9000000000000057,7
female,no,9200,oppose,63.2,65,1.7999999999999972,23
female,no,28400,oppose,64,66,2,22
male,no,30300,favor,72.9,75,2.0999999999999943,93
female,no,15100,favor,71.2,73,1.7999999999999972,5
male,no,83000,oppose,70,73,3,92
female,no,34200,favor,63.7,65,1.2999999999999972,6
female,no,71700,oppose,64.3,66,1.7000000000000028,2
male,no,46500,favor,67.4,70,2.5999999999999943,99
male,no,17700,oppose,72.6,75,2.4000000000000057,91
male,no,50500,oppose,68.4,71,2.5999999999999943,80
male,no,28400,oppose,66.5,69,2.5,79
male,yes,86400,oppose,74.2,77,2.799999999999997,94
female,no,20200,oppose,56.3,58,1.7000000000000028,7
female,no,10300,oppose,62.4,63,0.6000000000000014,2
female,no,11800,favor,59.2,61,1.7999999999999972,18
female,no,37500,oppose,72.8,74,1.2000000000000028,3
male,no,27100,favor,73,76,3,93
male,no,15600,oppose,64.6,67,2.4000000000000057,82
female,no,21100,oppose,66.6,67,0.4000000000000057,1
female,no,25700,oppose,61.1,62,0.8999999999999986,1
male,no,68700,favor,72,74,2,99
male,no,74900,favor,69.6,73,3.4000000000000057,97
female,yes,21700,oppose,64.3,66,1.7000000000000028,3
female,no,10100,oppose,60.7,62,1.2999999999999972,5
female,no,48400,oppose,64.9,66,1.0999999999999943,7
male,no,27700,favor,74.5,77,2.5,100
male,no,22200,oppose,64.9,68,3.0999999999999943,99
male,no,15200,oppose,66.6,69,2.4000000000000057,95
male,no,24900,oppose,72.2,75,2.799999999999997,99
male,no,20900,oppose,70.4,73,2.5999999999999943,99
male,no,7700,oppose,71,73,2,88
female,no,5200,oppose,63.4,65,1.6000000000000014,8
female,no,23000,favor,61.9,63,1.1000000000000014,0
female,no,92100,favor,69.5,71,1.5,3
male,no,88800,oppose,73.9,76,2.0999999999999943,93
male,no,54200,oppose,65.1,67,1.9000000000000057,95
male,no,18700,oppose,65.1,68,2.9000000000000057,64
male,no,86200,oppose,63.5,66,2.5,92
female,no,24100,oppose,68.5,71,2.5,2
male,no,13800,oppose,70.8,73,2.200000000000003,93
female,no,47500,oppose,63.9,65,1.1000000000000014,15
male,no,28900,oppose,70.2,73,2.799999999999997,98
male,no,82200,oppose,71.4,74,2.5999999999999943,74
female,no,36600,oppose,65.2,66,0.7999999999999972,27
female,no,9200,oppose,64.9,67,2.0999999999999943,28
female,yes,39500,oppose,64.5,66,1.5,12
male,no,49600,oppose,69.6,72,2.4000000000000057,99
female,no,7400,favor,62.3,64,1.7000000000000028,2
male,no,89200,favor,75.3,78,2.700000000000003,97
female,no,36300,oppose,58.4,60,1.6000000000000014,3
female,no,24000,favor,59.7,61,1.2999999999999972,12
male,no,10100,oppose,65.1,68,2.9000000000000057,80
male,no,42600,oppose,72.8,75,2.200000000000003,71
female,no,45200,oppose,68.2,70,1.7999999999999972,1
male,no,17300,favor,74.8,77,2.200000000000003,99
male,no,63900,favor,70.2,73,2.799999999999997,96
female,no,73900,favor,64.6,66,1.4000000000000057,17
male,no,27300,favor,73.1,76,2.9000000000000057,95
female,no,12200,favor,64.9,66,1.0999999999999943,14
female,no,23100,oppose,63,64,1,2
male,no,17000,oppose,70.9,74,3.0999999999999943,76
male,no,40600,oppose,73.8,76,2.200000000000003,94
male,no,61600,oppose,70.7,73,2.299999999999997,100
male,no,102800,favor,68.8,72,3.200000000000003,70
male,no,36500,oppose,72.6,75,2.4000000000000057,95
male,no,33200,oppose,70.7,73,2.299999999999997,77
female,yes,48300,oppose,66.3,67,0.7000000000000028,8
female,no,1900,oppose,64.9,66,1.0999999999999943,4
male,no,69300,oppose,71.9,75,3.0999999999999943,96
male,no,39700,oppose,63.2,65,1.7999999999999972,96
male,no,12100,oppose,72.5,75,2.5,91
female,no,12300,oppose,66,68,2,2
female,no,64800,oppose,63.3,65,1.7000000000000028,1
female,no,84200,favor,67.7,70,2.299999999999997,19
male,no,45100,favor,67.7,70,2.299999999999997,43
male,no,86800,favor,68.8,71,2.200000000000003,65
female,no,28100,favor,60.6,62,1.3999999999999986,20
male,yes,96300,oppose,68.4,71,2.5999999999999943,94
female,no,53800,oppose,63.8,65,1.2000000000000028,10
male,no,38600,favor,72.7,76,3.299999999999997,97
male,yes,138300,oppose,72,74,2,84
female,yes,23900,favor,60.6,62,1.3999999999999986,12
female,no,18300,oppose,66.5,69,2.5,21
male,no,15900,oppose,73.6,76,2.4000000000000057,94
male,no,70600,oppose,70.4,73,2.5999999999999943,98
female,no,8400,oppose,61.5,63,1.5,16
female,no,67600,oppose,65.7,67,1.2999999999999972,13
male,no,5000,oppose,69.2,71,1.7999999999999972,98
male,no,25200,favor,72.5,76,3.5,96
male,no,21600,oppose,69,71,2,90
female,no,21200,oppose,61.4,63,1.6000000000000014,12
female,no,50700,oppose,63.6,65,1.3999999999999986,4
male,no,21800,oppose,69.3,72,2.700000000000003,84
male,no,47000,oppose,74.1,76,1.9000000000000057,91
male,no,59000,favor,67.6,70,2.4000000000000057,75
female,yes,60200,oppose,63.8,65,1.2000000000000028,10
female,no,30900,oppose,64.4,66,1.5999999999999943,14
female,no,44400,oppose,62.8,64,1.2000000000000028,14
female,no,29800,favor,59.2,60,0.7999999999999972,2
male,no,50900,favor,71.9,75,3.0999999999999943,97
male,no,26000,favor,80.2,83,2.799999999999997,76
male,no,51800,oppose,70.4,73,2.5999999999999943,99
female,yes,129000,oppose,69.9,71,1.0999999999999943,3
male,no,17000,oppose,72.4,75,2.5999999999999943,74
male,no,29300,oppose,64.3,67,2.700000000000003,91
female,no,72900,oppose,67.3,68,0.7000000000000028,7
male,yes,45800,oppose,72.6,75,2.4000000000000057,93
male,no,19500,favor,69.7,72,2.299999999999997,93
male,no,28600,favor,71.4,73,1.5999999999999943,96
female,no,45200,favor,60.3,62,1.7000000000000028,11
male,no,39300,oppose,71.1,74,2.9000000000000057,94
male,no,43800,oppose,70.9,74,3.0999999999999943,98
female,no,56200,favor,70.7,72,1.2999999999999972,8
male,no,40800,oppose,63.5,66,2.5,97
female,no,47900,oppose,67.1,68,0.9000000000000057,14
male,no,35600,oppose,67.2,70,2.799999999999997,88
female,no,61700,oppose,60.6,62,1.3999999999999986,5
male,no,22300,oppose,61.6,64,2.3999999999999986,98
male,no,79100,oppose,72.4,75,2.5999999999999943,98
male,yes,28200,oppose,72.4,75,2.5999999999999943,100
male,no,23900,favor,75,77,2,95
female,no,22200,oppose,67.3,69,1.7000000000000028,4
female,no,22500,favor,66.5,68,1.5,6
female,no,48200,oppose,70.5,72,1.5,10
male,no,10800,oppose,66.9,69,2.0999999999999943,90
female,no,33500,oppose,65,67,2,2
female,no,15100,oppose,66.6,68,1.4000000000000057,33
female,no,52100,oppose,67.3,68,0.7000000000000028,1
male,no,32900,oppose,69.6,72,2.4000000000000057,80
male,yes,113400,oppose,73,76,3,74
male,no,86000,oppose,72,75,3,94
male,no,27800,oppose,70.9,73,2.0999999999999943,99
female,no,45900,favor,66.1,67,0.9000000000000057,28
male,no,51900,oppose,69.9,73,3.0999999999999943,90
male,no,115400,oppose,70.5,73,2.5,77
female,no,29500,oppose,71.4,73,1.5999999999999943,14
female,no,20800,oppose,65,66,1,8
female,no,18200,oppose,64.7,66,1.2999999999999972,6
female,no,24700,oppose,68.8,70,1.2000000000000028,5
female,no,45800,oppose,69.4,71,1.5999999999999943,12
male,no,13700,oppose,74.3,77,2.700000000000003,79
male,yes,41200,favor,66.9,70,3.0999999999999943,95
male,no,38600,oppose,65.1,67,1.9000000000000057,99
male,no,9900,favor,66,68,2,99
male,no,23100,oppose,72.7,75,2.299999999999997,87
female,no,33400,favor,65.9,68,2.0999999999999943,2
female,no,66100,oppose,61.7,63,1.2999999999999972,1
male,no,60300,favor,68.3,71,2.700000000000003,92
male,no,93200,favor,71.4,74,2.5999999999999943,85
male,no,18200,oppose,72.2,74,1.7999999999999972,93
male,no,14200,favor,67.6,70,2.4000000000000057,90
male,no,10200,oppose,75.4,78,2.5999999999999943,86
male,yes,85400,oppose,67.1,70,2.9000000000000057,94
male,no,26800,oppose,72.2,75,2.799999999999997,92
female,no,15900,oppose,64.7,67,2.299999999999997,6
female,no,34500,oppose,65.7,67,1.2999999999999972,4
male,no,89100,oppose,66.2,69,2.799999999999997,96
female,no,39500,oppose,68.7,70,1.2999999999999972,9
male,no,60000,oppose,74.7,77,2.299999999999997,86
female,no,40500,oppose,65.5,67,1.5,25
female,no,68800,favor,67.1,69,1.9000000000000057,8
female,no,95300,oppose,63.3,65,1.7000000000000028,5
female,no,102400,oppose,63.5,65,1.5,2
male,no,3400,oppose,70.6,73,2.4000000000000057,82
male,no,107500,oppose,68.2,71,2.799999999999997,88
male,no,41200,oppose,70.4,73,2.5999999999999943,95
female,no,109500,oppose,64.1,65,0.9000000000000057,0
female,no,7900,oppose,64.7,66,1.2999999999999972,13
male,yes,34900,oppose,70.7,74,3.299999999999997,91
male,no,28100,favor,71.1,74,2.9000000000000057,86
male,no,17500,favor,71.2,73,1.7999999999999972,98
male,no,14700,favor,70.7,73,2.299999999999997,92
male,no,45200,favor,69.8,72,2.200000000000003,85
female,no,44900,favor,66.8,69,2.200000000000003,3
female,no,19400,oppose,65.4,67,1.5999999999999943,4
male,no,93700,oppose,70.5,73,2.5,80
female,no,31500,favor,62.1,64,1.8999999999999986,5
female,no,44100,oppose,64.8,66,1.2000000000000028,8
female,no,76100,favor,67.9,69,1.0999999999999943,8
male,no,68300,oppose,73.3,76,2.700000000000003,85
male,no,26500,favor,74.1,76,1.9000000000000057,88
male,no,25300,oppose,65.9,68,2.0999999999999943,93
female,no,1400,oppose,70.9,72,1.0999999999999943,8
male,no,39300,favor,68.3,70,1.7000000000000028,93
female,no,53900,oppose,67.6,69,1.4000000000000057,25
male,no,33000,oppose,68,71,3,86
female,no,9900,oppose,69.4,71,1.5999999999999943,5
female,no,7300,favor,62.4,64,1.6000000000000014,5
male,no,145400,favor,73.1,76,2.9000000000000057,96
female,no,4100,oppose,67.1,69,1.9000000000000057,54
female,no,7700,oppose,63.1,65,1.8999999999999986,3
male,no,86300,oppose,73.2,76,2.799999999999997,95
female,no,63600,oppose,68.9,70,1.0999999999999943,23
female,no,95900,oppose,61.2,63,1.7999999999999972,9
male,no,20900,favor,77.1,79,1.9000000000000057,91
female,no,5700,favor,64,66,2,1
female,yes,54200,oppose,62.8,64,1.2000000000000028,6
male,no,32500,oppose,67,69,2,96
female,no,10200,favor,63.8,65,1.2000000000000028,12
male,no,23800,oppose,73,76,3,86
female,no,21400,oppose,59.5,61,1.5,24
female,no,43800,oppose,63.6,65,1.3999999999999986,11
female,no,49200,oppose,62.9,64,1.1000000000000014,2
female,no,9800,oppose,64.4,66,1.5999999999999943,3
female,no,7400,oppose,64.6,66,1.4000000000000057,2
female,no,88400,favor,57.5,59,1.5,5
female,no,3800,oppose,63.4,65,1.6000000000000014,20
male,no,151200,oppose,72.9,75,2.0999999999999943,85
male,no,14500,favor,68.3,71,2.700000000000003,98
female,no,83300,oppose,62.1,64,1.8999999999999986,2
male,no,71500,oppose,72.7,76,3.299999999999997,99
female,yes,83400,favor,69.1,71,1.9000000000000057,10
male,no,47100,favor,70.5,73,2.5,87
female,no,14800,favor,70.1,71,0.9000000000000057,1
male,no,98800,oppose,73.5,76,2.5,95
female,no,11700,favor,65.6,67,1.4000000000000057,7
female,no,12600,oppose,70.9,72,1.0999999999999943,3
female,no,80400,oppose,62.3,63,0.7000000000000028,2
female,no,22100,oppose,66,67,1,1
male,no,44600,oppose,63.3,66,2.700000000000003,81
female,no,20100,oppose,64.4,65,0.5999999999999943,15
male,no,33600,oppose,71.5,74,2.5,89
female,no,34300,oppose,71.6,74,2.4000000000000057,11
male,no,44500,favor,63.5,66,2.5,78
male,no,12500,oppose,70.8,73,2.200000000000003,92
female,no,24800,oppose,70.1,71,0.9000000000000057,7
female,no,10500,oppose,62.5,64,1.5,2
female,no,98100,oppose,62.2,64,1.7999999999999972,9
male,no,40200,oppose,71.5,74,2.5,95
male,no,32200,oppose,69.3,72,2.700000000000003,92
male,no,36600,favor,67.5,70,2.5,94
male,no,57000,favor,70.5,73,2.5,96
male,no,30100,oppose,75.5,78,2.5,95
female,no,25500,oppose,66.7,69,2.299999999999997,0
male,no,29400,oppose,70.9,73,2.0999999999999943,100
male,no,4000,oppose,68,71,3,96
female,no,27200,oppose,65.6,67,1.4000000000000057,18
female,no,72400,oppose,66.1,68,1.9000000000000057,1
female,no,110900,oppose,61.2,63,1.7999999999999972,10
female,no,62300,oppose,66.9,68,1.0999999999999943,12
male,no,19600,oppose,70.9,73,2.0999999999999943,99
female,no,16800,oppose,70.4,72,1.5999999999999943,18
female,no,28200,oppose,63.2,65,1.7999999999999972,2
male,no,11300,favor,73.1,75,1.9000000000000057,93
male,no,29100,oppose,67,69,2,94
male,no,19800,oppose,72.5,75,2.5,98
male,no,125700,favor,72,75,3,98
male,no,16500,oppose,67.4,70,2.5999999999999943,93
male,no,10300,oppose,72.4,75,2.5999999999999943,76
female,no,33600,oppose,61.3,62,0.7000000000000028,8
female,no,17300,favor,63,64,1,5
male,no,41400,oppose,68.7,71,2.299999999999997,96
female,no,21800,oppose,67.2,69,1.7999999999999972,10
female,no,52900,oppose,62.9,65,2.1000000000000014,5
female,no,42500,oppose,66,68,2,6
female,no,7900,oppose,67.2,68,0.7999999999999972,1
male,no,107000,favor,67.6,70,2.4000000000000057,99
female,no,6600,oppose,59.9,61,1.1000000000000014,4
male,no,111400,favor,76.5,79,2.5,99
male,no,62600,favor,73.4,76,2.5999999999999943,82
male,no,8800,oppose,73.3,76,2.700000000000003,91
female,no,38000,oppose,66.2,68,1.7999999999999972,11
female,no,64900,oppose,64.8,66,1.2000000000000028,4
female,no,17400,oppose,65.9,67,1.0999999999999943,13
female,no,42000,oppose,56.4,58,1.6000000000000014,16
female,no,26400,oppose,64.4,66,1.5999999999999943,4
male,no,43400,oppose,73.4,76,2.5999999999999943,97
male,no,24500,oppose,69.6,72,2.4000000000000057,99
female,no,60700,oppose,63.1,65,1.8999999999999986,6
male,no,10700,favor,69.2,71,1.7999999999999972,98
male,no,98600,oppose,66.4,69,2.5999999999999943,93
male,no,47700,favor,68.5,71,2.5,95
male,no,26300,oppose,72.6,75,2.4000000000000057,83
female,no,25300,favor,63.8,66,2.200000000000003,23
female,no,30400,oppose,61.3,63,1.7000000000000028,0
female,no,24400,oppose,63,65,2,1
male,no,27700,oppose,73.3,76,2.700000000000003,99
male,no,14200,favor,65,67,2,78
male,no,66900,oppose,64.2,66,1.7999999999999972,87
female,no,49900,oppose,62.9,64,1.1000000000000014,1
female,no,31200,favor,66,67,1,6
female,no,61100,oppose,69.1,71,1.9000000000000057,1
male,no,7400,oppose,66.2,69,2.799999999999997,78
male,no,25100,favor,72.7,75,2.299999999999997,94
female,no,42800,oppose,66.7,68,1.2999999999999972,20
female,no,43600,oppose,65.2,67,1.7999999999999972,32
female,no,72300,oppose,68.1,70,1.9000000000000057,2
male,no,127100,favor,68.9,71,2.0999999999999943,78
male,no,40800,favor,69.5,72,2.5,95
male,no,65400,oppose,70,72,2,96
female,no,49000,oppose,67.3,68,0.7000000000000028,0
male,no,83900,oppose,73.7,76,2.299999999999997,83
female,no,34600,oppose,66.4,68,1.5999999999999943,5
female,no,62900,oppose,66,67,1,7
male,no,59600,favor,65.4,68,2.5999999999999943,98
female,no,3300,favor,62.5,64,1.5,2
female,no,28500,oppose,67.7,70,2.299999999999997,12
female,no,6000,oppose,63.9,65,1.1000000000000014,20
male,no,3000,oppose,71.4,74,2.5999999999999943,78
male,no,27400,favor,75.3,78,2.700000000000003,95
male,no,4100,favor,77.7,80,2.299999999999997,94
female,no,27700,favor,63.1,64,0.8999999999999986,14
female,no,10900,favor,66.3,68,1.7000000000000028,17
male,no,61800,oppose,72.1,74,1.9000000000000057,94
male,no,15900,favor,69.8,73,3.200000000000003,89
male,no,67600,favor,70.6,73,2.4000000000000057,96
male,no,14600,oppose,71.9,74,2.0999999999999943,86
male,no,118000,oppose,75.8,78,2.200000000000003,97
male,no,34900,oppose,64.4,67,2.5999999999999943,90
female,no,60900,oppose,69,71,2,3
female,no,30400,oppose,63.1,65,1.8999999999999986,5
female,no,7500,oppose,63.8,65,1.2000000000000028,3
male,no,17800,oppose,70.7,73,2.299999999999997,82
female,no,17200,favor,64.7,66,1.2999999999999972,2
female,no,62800,oppose,63.8,65,1.2000000000000028,18
male,no,31000,oppose,64.4,67,2.5999999999999943,89
male,no,96300,oppose,67.7,70,2.299999999999997,99
male,no,57600,oppose,72.9,75,2.0999999999999943,98
male,no,84100,favor,73.7,76,2.299999999999997,100
female,no,41000,oppose,64.3,66,1.7000000000000028,1
female,no,40800,oppose,63.1,64,0.8999999999999986,4
female,no,63500,oppose,63.5,65,1.5,6
male,no,17900,favor,68.1,71,2.9000000000000057,97
male,no,61500,oppose,67,70,3,97
female,no,23900,oppose,70,71,1,2
female,no,34800,favor,64.1,66,1.9000000000000057,7
male,no,35900,oppose,68.2,70,1.7999999999999972,100
female,no,44200,favor,67.3,68,0.7000000000000028,12
female,no,14900,favor,64.9,67,2.0999999999999943,9
female,no,38100,oppose,70.8,72,1.2000000000000028,1
male,no,61000,oppose,66.5,69,2.5,97
male,no,31300,favor,72.3,75,2.700000000000003,97
male,no,70000,oppose,73.2,76,2.799999999999997,96
male,no,4200,oppose,71.7,74,2.299999999999997,87
female,no,52700,oppose,67,69,2,6
male,no,5900,oppose,65.6,68,2.4000000000000057,87
male,no,17500,oppose,67.5,70,2.5,97
female,no,104800,favor,65.5,67,1.5,4
female,no,25200,oppose,65.3,67,1.7000000000000028,3
male,no,23600,oppose,66.9,69,2.0999999999999943,82
female,no,48200,oppose,65.1,66,0.9000000000000057,29
male,no,34100,oppose,68.9,72,3.0999999999999943,98
male,no,36900,oppose,70.5,73,2.5,89
male,no,17300,favor,67.6,70,2.4000000000000057,79
female,no,23900,oppose,63.7,65,1.2999999999999972,4
female,no,46200,oppose,65.6,67,1.4000000000000057,4
male,no,38400,favor,73.7,76,2.299999999999997,80
male,no,9900,favor,67.7,70,2.299999999999997,86
female,no,15300,oppose,63.7,65,1.2999999999999972,5
male,no,15100,oppose,72.5,76,3.5,95
male,no,40800,oppose,66.4,68,1.5999999999999943,89
female,no,31700,oppose,66.7,68,1.2999999999999972,28
female,no,60300,oppose,66.4,68,1.5999999999999943,7
male,no,71500,oppose,70.9,73,2.0999999999999943,93
male,no,30700,oppose,72.1,75,2.9000000000000057,98
male,no,12300,oppose,71.5,74,2.5,89
female,no,59400,favor,67.1,68,0.9000000000000057,1
male,yes,123800,favor,71.2,74,2.799999999999997,98
male,no,37200,favor,73.7,76,2.299999999999997,93
male,no,31800,oppose,71.2,73,1.7999999999999972,99
female,no,19000,oppose,64.6,66,1.4000000000000057,10
male,no,59700,favor,75.3,78,2.700000000000003,97
female,no,3500,oppose,64.7,67,2.299999999999997,2
male,no,4300,favor,68.6,71,2.4000000000000057,96
female,no,4300,oppose,66.4,68,1.5999999999999943,1
male,no,73500,oppose,71.6,74,2.4000000000000057,97
male,no,11800,favor,65.6,68,2.4000000000000057,97
male,no,11800,favor,67.8,70,2.200000000000003,90
male,no,13800,oppose,71,73,2,92
female,no,2300,oppose,64.7,66,1.2999999999999972,9
female,no,47300,oppose,66.6,68,1.4000000000000057,7
female,no,34600,oppose,68.2,69,0.7999999999999972,10
female,no,13000,favor,65.8,67,1.2000000000000028,26
female,no,67400,favor,65.1,66,0.9000000000000057,8
female,no,43700,oppose,60.9,63,2.1000000000000014,19
male,no,25300,oppose,73,76,3,98
male,no,66200,oppose,71.4,74,2.5999999999999943,97
female,no,22500,favor,66.7,69,2.299999999999997,12
female,no,47000,oppose,59.4,61,1.6000000000000014,2
female,no,61200,oppose,64.9,66,1.0999999999999943,6
female,no,73700,favor,66.4,68,1.5999999999999943,7
female,no,20300,oppose,64.4,66,1.5999999999999943,9
female,no,22900,favor,62.5,64,1.5,0
male,no,14300,oppose,70.6,73,2.4000000000000057,93
male,no,62000,favor,72.8,76,3.200000000000003,96
female,no,22200,oppose,64.7,67,2.299999999999997,19
male,no,49500,oppose,72.9,76,3.0999999999999943,91
female,no,62000,oppose,65.3,66,0.7000000000000028,9
male,no,8900,favor,69.5,73,3.5,84
female,no,64300,oppose,67.6,69,1.4000000000000057,4
female,no,28700,favor,63.3,65,1.7000000000000028,4
male,no,20600,oppose,64,67,3,80
male,no,125600,favor,65.3,67,1.7000000000000028,90
male,no,79400,favor,72.6,75,2.4000000000000057,95
female,no,23000,oppose,67.6,69,1.4000000000000057,1
male,no,48300,oppose,67.1,70,2.9000000000000057,95
female,no,4100,oppose,70.1,71,0.9000000000000057,1
male,no,117800,oppose,69.6,73,3.4000000000000057,78
male,no,45900,oppose,66.3,69,2.700000000000003,91
male,no,52000,oppose,71.5,74,2.5,94
male,no,45000,oppose,72.2,75,2.799999999999997,93
male,no,33300,favor,70.4,73,2.5999999999999943,81
female,no,22000,oppose,65.8,67,1.2000000000000028,10
male,no,112400,oppose,68.5,71,2.5,99
male,no,24300,oppose,71.3,73,1.7000000000000028,99
male,no,23600,favor,67.1,69,1.9000000000000057,97
female,no,106300,favor,64,65,1,4
female,no,6200,oppose,66.8,68,1.2000000000000028,7
male,no,25400,oppose,66.9,70,3.0999999999999943,86
male,no,11600,favor,70,73,3,99
female,yes,63600,oppose,64.5,66,1.5,9
male,no,13500,favor,72.6,75,2.4000000000000057,77
female,no,59500,oppose,72,73,1,2
female,no,85500,favor,64.4,66,1.5999999999999943,12
female,no,21000,oppose,63.1,65,1.8999999999999986,1
male,no,25400,oppose,64.4,67,2.5999999999999943,81
male,yes,42900,oppose,67.6,70,2.4000000000000057,94
female,no,20800,oppose,64.8,66,1.2000000000000028,3
female,no,900,oppose,62.5,64,1.5,4
female,no,18400,oppose,62.4,64,1.6000000000000014,3
female,no,88100,oppose,69.1,70,0.9000000000000057,6
male,no,30900,oppose,70,73,3,97
female,no,22300,oppose,62.6,64,1.3999999999999986,14
male,no,54400,oppose,76.3,78,1.7000000000000028,95
female,no,45100,oppose,61.8,63,1.2000000000000028,14
female,no,41300,oppose,65.9,68,2.0999999999999943,11
female,no,63300,favor,65.8,67,1.2000000000000028,20
male,no,71800,favor,70.2,73,2.799999999999997,74
female,no,15800,oppose,66.6,69,2.4000000000000057,8
female,no,30900,oppose,64.2,66,1.7999999999999972,1
female,no,13400,oppose,65.1,66,0.9000000000000057,32
female,no,11300,oppose,61.8,63,1.2000000000000028,5
male,no,19900,favor,75.4,78,2.5999999999999943,90
female,no,44700,favor,58.9,61,2.1000000000000014,8
male,no,55100,favor,70.9,73,2.0999999999999943,78
female,no,42500,favor,60.3,62,1.7000000000000028,11
female,no,46400,favor,65.4,67,1.5999999999999943,19
female,no,31900,favor,64.5,66,1.5,5
female,no,13400,oppose,67.4,69,1.5999999999999943,12
female,no,53900,oppose,57.7,59,1.2999999999999972,1
female,no,34300,oppose,65.9,67,1.0999999999999943,6
female,no,8400,oppose,69.3,71,1.7000000000000028,9
female,no,1300,oppose,65.6,67,1.4000000000000057,3
male,no,13300,oppose,66.3,69,2.700000000000003,82
female,no,3000,oppose,63.3,65,1.7000000000000028,11
male,no,21100,oppose,68.3,71,2.700000000000003,99
male,no,66900,favor,65.3,68,2.700000000000003,95
male,no,9400,oppose,67.2,70,2.799999999999997,98
male,no,15200,oppose,71.9,75,3.0999999999999943,90
